method,mechanism,dataset,missing_rate,n_imputations,param,mean_bias,mean_perc_bias,mean_cov_rate,mean_ci_width,mean_fmi,mean_runtime,total_reps
CART,MCAR,medium,0.2,20,z,-0.022347339877017453,-8.938935950807,1.0,0.28378427124790906,0.1977693820725806,0.5792288868427277,500.0
CART,MCAR,medium,0.3,10,I(x1 * x2),-0.09023290540548626,-15.038817567581045,0.664,0.20810308629635338,0.3476573544913035,0.31454508018493643,500.0
CART,MCAR,medium,0.3,10,I(x2 ** 2),0.036992132105967704,14.796852842387107,0.964,0.17938844721908204,0.34627676052793965,0.31454508018493643,500.0
CART,MCAR,medium,0.3,10,I(x3 * z),-0.01417859309055455,-9.452395393703057,1.0,0.30577515358977647,0.28871079950741263,0.31454508018493643,500.0
CART,MCAR,medium,0.3,10,x1,-0.06173934393360435,-20.579781311201465,0.88,0.19065929150944033,0.307221320091946,0.31454508018493643,500.0
CART,MCAR,medium,0.3,10,x2,-0.0196339874098544,-6.544662469951492,0.993,0.20230200092171974,0.3145301134955857,0.31454508018493643,500.0
CART,MCAR,medium,0.3,10,x3,0.040651383934077495,20.32569196703877,0.989,0.22922782243115414,0.2903062594531812,0.31454508018493643,500.0
CART,MCAR,medium,0.3,10,z,-0.03822176970972785,-15.288707883891167,0.995,0.3063828476034085,0.2849415482749278,0.31454508018493643,500.0
CART,MCAR,medium,0.3,20,I(x1 * x2),-0.08997084354367296,-14.99514059061217,0.6699999999999999,0.2066665339257462,0.34528945994270266,0.5597468962669372,500.0
CART,MCAR,medium,0.3,20,I(x2 ** 2),0.03684246235776375,14.736984943105508,0.958,0.17811208924713712,0.3437960718391432,0.5597468962669372,500.0
CART,MCAR,medium,0.3,20,I(x3 * z),-0.0148391120283055,-9.892741352203714,1.0,0.3035842416046498,0.2834107336487567,0.5597468962669372,500.0
CART,MCAR,medium,0.3,20,x1,-0.06145018676590065,-20.48339558863357,0.878,0.18927385608199704,0.3028439048699285,0.5597468962669372,500.0
CART,MCAR,medium,0.3,20,x2,-0.0195495908014756,-6.516530267158557,0.995,0.20071522083863055,0.30898903189334387,0.5597468962669372,500.0
CART,MCAR,medium,0.3,20,x3,0.041061546593765194,20.530773296882604,0.994,0.22727832785815993,0.2834290781933836,0.5597468962669372,500.0
CART,MCAR,medium,0.3,20,z,-0.03902700349896065,-15.610801399584272,0.996,0.30531399006813514,0.2843339199859256,0.5597468962669372,500.0
CART,MCAR,medium,0.5,10,I(x1 * x2),-0.1400571565131292,-23.342859418854864,0.394,0.2602766295064693,0.5353997025417669,0.33121782541275024,500.0
CART,MCAR,medium,0.5,10,I(x2 ** 2),0.047862166030856496,19.14486641234263,0.908,0.2227900880156594,0.5288048119162216,0.33121782541275024,500.0
CART,MCAR,medium,0.5,10,I(x3 * z),-0.04193530446526425,-27.956869643509545,0.994,0.3521370840343582,0.4161149361653179,0.33121782541275024,500.0
CART,MCAR,medium,0.5,10,x1,-0.07101451090821714,-23.6715036360724,0.838,0.230363523412437,0.4771027536512179,0.33121782541275024,500.0
CART,MCAR,medium,0.5,10,x2,-0.013267544059190499,-4.422514686396845,0.981,0.24528337193127853,0.4846065302709796,0.33121782541275024,500.0
CART,MCAR,medium,0.5,10,x3,0.03493288028576835,17.466440142884196,0.989,0.2643595383031544,0.4177782864883563,0.33121782541275024,500.0
CART,MCAR,medium,0.5,10,z,-0.07903628135551245,-31.614512542205,0.967,0.35716018240771186,0.4249589456262731,0.33121782541275024,500.0
CART,MCAR,medium,0.5,20,I(x1 * x2),-0.13951746448857885,-23.25291074809649,0.40700000000000003,0.2576928955637673,0.538401016487898,0.5833533375263213,500.0
CART,MCAR,medium,0.5,20,I(x2 ** 2),0.04723343730509895,18.893374922039605,0.92,0.2212153683754762,0.5324672506835295,0.5833533375263213,500.0
CART,MCAR,medium,0.5,20,I(x3 * z),-0.043484517570526196,-28.989678380350846,0.997,0.34979197775572374,0.4165784115446062,0.5833533375263213,500.0
CART,MCAR,medium,0.5,20,x1,-0.07098326821483725,-23.661089404945756,0.851,0.2287651865867995,0.4807474009794245,0.5833533375263213,500.0
CART,MCAR,medium,0.5,20,x2,-0.01268662617500595,-4.228875391668671,0.987,0.24291745630462447,0.48606733629772164,0.5833533375263213,500.0
CART,MCAR,medium,0.5,20,x3,0.03569101824643895,17.845509123219497,0.992,0.2628354120899648,0.41981347837030963,0.5833533375263213,500.0
CART,MCAR,medium,0.5,20,z,-0.07971581488736229,-31.886325954944944,0.976,0.3538270712252346,0.4231006549227596,0.5833533375263213,500.0
CART,MCAR,small,0.2,10,I(x1 * x2),-0.04655908784668335,-25.866159914824124,0.967,0.1805158434981742,0.2030663566491813,0.23791364908218374,500.0
CART,MCAR,small,0.2,10,I(x2 ** 2),0.021683604321048752,28.911472428065053,0.994,0.15523919944088166,0.1991497127120915,0.23791364908218374,500.0
CART,MCAR,small,0.2,10,I(x3 * z),0.0157332333866396,34.962740859199215,1.0,0.2773376878028923,0.1970474501925881,0.23791364908218374,500.0
CART,MCAR,small,0.2,10,x1,-0.0621133051191326,-20.704435039710887,0.848,0.17113082847393346,0.20259068607322417,0.23791364908218374,500.0
CART,MCAR,small,0.2,10,x2,-0.0194517254745334,-6.483908491511144,0.998,0.18011264231265106,0.1987077950549585,0.23791364908218374,500.0
CART,MCAR,small,0.2,10,x3,0.0406583690380158,20.329184519007917,0.996,0.20731265448402902,0.19420892057945005,0.23791364908218374,500.0
CART,MCAR,small,0.2,10,z,-0.01615214783470255,-6.460859133881049,1.0,0.2790054920996441,0.19802571478098363,0.23791364908218374,500.0
CART,MCAR,small,0.2,20,I(x1 * x2),-0.046897511620709195,-26.05417312261623,0.967,0.17966289530580046,0.19825136826190526,0.5741597344875335,500.0
CART,MCAR,small,0.2,20,I(x2 ** 2),0.02197390575433,29.298541005773373,0.998,0.15464640954095094,0.19581446912212705,0.5741597344875335,500.0
CART,MCAR,small,0.2,20,I(x3 * z),0.01509117088785105,33.5359353063358,1.0,0.27618702211705864,0.19317119445758035,0.5741597344875335,500.0
CART,MCAR,small,0.2,20,x1,-0.0625067539624156,-20.83558465413856,0.854,0.17061575455495914,0.20048326552982604,0.5741597344875335,500.0
CART,MCAR,small,0.2,20,x2,-0.018992232595193698,-6.330744198397925,1.0,0.17938686114366614,0.19518999980584184,0.5741597344875335,500.0
CART,MCAR,small,0.2,20,x3,0.04087316784145795,20.436583920728985,0.993,0.2066304568000076,0.19171087776218992,0.5741597344875335,500.0
CART,MCAR,small,0.2,20,z,-0.016011148206476,-6.404459282590418,1.0,0.27744170443907673,0.191897468644724,0.5741597344875335,500.0
CART,MCAR,small,0.3,10,I(x1 * x2),-0.0503384637670429,-27.965813203912763,0.948,0.19216147630552688,0.28526091132531445,0.3058768677711487,500.0
CART,MCAR,small,0.3,10,I(x2 ** 2),0.0213870453059722,28.51606040796306,0.995,0.16652214192473042,0.29224756750203784,0.3058768677711487,500.0
CART,MCAR,small,0.3,10,I(x3 * z),0.0030941731993592,6.875940443020642,0.999,0.2954288756698784,0.2810857010856767,0.3058768677711487,500.0
CART,MCAR,small,0.3,10,x1,-0.06705159299603655,-22.350530998678856,0.812,0.18349846989508012,0.2956879178059737,0.3058768677711487,500.0
CART,MCAR,small,0.3,10,x2,-0.018292397230214398,-6.097465743404808,0.996,0.19236712943389206,0.2873809183557047,0.3058768677711487,500.0
CART,MCAR,small,0.3,10,x3,0.042080376369196704,21.040188184598385,0.985,0.21995279128895218,0.2737903734944967,0.3058768677711487,500.0
CART,MCAR,small,0.3,10,z,-0.028213462778646302,-11.285385111458538,0.997,0.29714554880280875,0.28299320516688586,0.3058768677711487,500.0
CART,MCAR,small,0.3,20,I(x1 * x2),-0.05038718365190335,-27.99287980661301,0.942,0.19104040445521836,0.28247126050521076,0.5520251922607422,500.0
CART,MCAR,small,0.3,20,I(x2 ** 2),0.02166587727128545,28.887836361714037,0.994,0.1653154333936334,0.28738770403899294,0.5520251922607422,500.0
CART,MCAR,small,0.3,20,I(x3 * z),0.00281569414124745,6.257098091661145,0.999,0.2929214485817978,0.27472040826832034,0.5520251922607422,500.0
CART,MCAR,small,0.3,20,x1,-0.0670195972904767,-22.33986576349226,0.801,0.18217801625403596,0.2907206873835839,0.5520251922607422,500.0
CART,MCAR,small,0.3,20,x2,-0.018099001742675598,-6.033000580891882,0.997,0.19105396907051275,0.28226467107395325,0.5520251922607422,500.0
CART,MCAR,small,0.3,20,x3,0.041955617206881346,20.97780860344068,0.988,0.21901887684699675,0.27229698413953585,0.5520251922607422,500.0
CART,MCAR,small,0.3,20,z,-0.028393370817485802,-11.357348326994341,0.997,0.2955162743893599,0.2796677734700228,0.5520251922607422,500.0
CART,MCAR,small,0.5,10,I(x1 * x2),-0.05819816655860445,-32.33231475478027,0.908,0.2223421972443074,0.44299427006917275,0.3249395742416382,500.0
CART,MCAR,small,0.5,10,I(x2 ** 2),0.01620263352291685,21.603511363889233,0.984,0.19412267495127705,0.4557501415824966,0.3249395742416382,500.0
CART,MCAR,small,0.5,10,I(x3 * z),-0.00987630508553235,-21.94734463451642,0.995,0.33180761466808417,0.40991644447795544,0.3249395742416382,500.0
CART,MCAR,small,0.5,10,x1,-0.07724771555486659,-25.749238518288884,0.762,0.21299607125896486,0.45363898411823544,0.3249395742416382,500.0
CART,MCAR,small,0.5,10,x2,-0.01350678424347555,-4.502261414491864,0.98,0.22406599048424153,0.450503198606667,0.3249395742416382,500.0
CART,MCAR,small,0.5,10,x3,0.03423984462904475,17.119922314522395,0.982,0.24831654948218085,0.41020269246309055,0.3249395742416382,500.0
CART,MCAR,small,0.5,10,z,-0.06252328816061785,-25.009315264247142,0.973,0.3436655490508085,0.44250264679298434,0.3249395742416382,500.0
CART,MCAR,small,0.5,20,I(x1 * x2),-0.05799860341032465,-32.22144633906926,0.916,0.22047623813307304,0.44430884625471895,0.5795250215530396,500.0
CART,MCAR,small,0.5,20,I(x2 ** 2),0.01631348368114835,21.751311574864538,0.98,0.19265809562577363,0.45801755901021823,0.5795250215530396,500.0
CART,MCAR,small,0.5,20,I(x3 * z),-0.01062996343148475,-23.6221409588551,0.995,0.3288301776060733,0.4090084727791804,0.5795250215530396,500.0
CART,MCAR,small,0.5,20,x1,-0.07786282487727145,-25.9542749590905,0.761,0.21194678060858907,0.45889192161510906,0.5795250215530396,500.0
CART,MCAR,small,0.5,20,x2,-0.0129831773087982,-4.327725769599416,0.987,0.22236969913192156,0.45366584542005206,0.5795250215530396,500.0
CART,MCAR,small,0.5,20,x3,0.0348831095923105,17.441554796155266,0.983,0.24594421306177985,0.4074321849796337,0.5795250215530396,500.0
CART,MCAR,small,0.5,20,z,-0.06295722645208646,-25.182890580834602,0.985,0.3402300541793648,0.4405710748305392,0.5795250215530396,500.0
RF,MAR,large,0.2,10,I(x1 * x2),-0.1333179951364319,-11.109832928035992,0.303,0.23271687519650547,0.37765638749804153,4.4365896465778345,500.0
RF,MAR,large,0.2,10,I(x2 ** 2),0.0295658161474504,5.913163229490092,0.994,0.2019803737287147,0.38425794569086746,4.4365896465778345,500.0
RF,MAR,large,0.2,10,I(x3 * z),-0.08278122059632495,-27.59374019877498,0.978,0.34759611250746475,0.34126627417899014,4.4365896465778345,500.0
RF,MAR,large,0.2,10,x1,-0.06228617373432515,-20.76205791144174,0.934,0.20730579293040385,0.301458506698214,4.4365896465778345,500.0
RF,MAR,large,0.2,10,x2,-0.04437673266117595,-14.792244220392002,0.98,0.2203163263532073,0.3115219845791105,4.4365896465778345,500.0
RF,MAR,large,0.2,10,x3,0.052883331559739344,26.441665779869723,0.993,0.24407077778253988,0.25646488917252275,4.4365896465778345,500.0
RF,MAR,large,0.2,10,z,-0.0675996560483054,-27.039862419322176,0.99,0.3237931167434094,0.2415313001019152,4.4365896465778345,500.0
RF,MAR,large,0.2,20,I(x1 * x2),-0.1331625063658701,-11.096875530489182,0.261,0.2309248641985772,0.3755677881384419,8.783267063379288,500.0
RF,MAR,large,0.2,20,I(x2 ** 2),0.02948671620408765,5.897343240817534,0.997,0.1997860580593412,0.37895298984240633,8.783267063379288,500.0
RF,MAR,large,0.2,20,I(x3 * z),-0.08237225190482886,-27.457417301609627,0.99,0.34452163694241195,0.3361724606647778,8.783267063379288,500.0
RF,MAR,large,0.2,20,x1,-0.062464051676918854,-20.821350558972973,0.94,0.2064894799239895,0.3026595857439729,8.783267063379288,500.0
RF,MAR,large,0.2,20,x2,-0.0438090597783401,-14.603019926113388,0.984,0.2185323410643386,0.3067001547886842,8.783267063379288,500.0
RF,MAR,large,0.2,20,x3,0.05240746078966315,26.203730394831602,0.995,0.2423404095538228,0.2509083826142252,8.783267063379288,500.0
RF,MAR,large,0.2,20,z,-0.0674035389801976,-26.96141559207906,0.995,0.3220204069920771,0.2370751535194498,8.783267063379288,500.0
RF,MAR,large,0.3,10,I(x1 * x2),-0.1826518036779251,-15.220983639827093,0.111,0.2624415249533961,0.4470287149626715,5.673877670764923,500.0
RF,MAR,large,0.3,10,I(x2 ** 2),0.03186684401133935,6.373368802267882,0.984,0.2276095823912742,0.45293784250409724,5.673877670764923,500.0
RF,MAR,large,0.3,10,I(x3 * z),-0.12129841576945535,-40.43280525648514,0.921,0.38376598083001356,0.39134627868535976,5.673877670764923,500.0
RF,MAR,large,0.3,10,x1,-0.0685366936598648,-22.845564553288284,0.899,0.23187983368305154,0.3719697154744682,5.673877670764923,500.0
RF,MAR,large,0.3,10,x2,-0.0572059315996868,-19.068643866562276,0.9390000000000001,0.24606569459093997,0.3786114677502484,5.673877670764923,500.0
RF,MAR,large,0.3,10,x3,0.05552629300992115,27.763146504960584,0.993,0.2683729842834157,0.309811191267231,5.673877670764923,500.0
RF,MAR,large,0.3,10,z,-0.10401487376505685,-41.60594950602275,0.943,0.35817262411516315,0.30240161558051837,5.673877670764923,500.0
RF,MAR,large,0.3,20,I(x1 * x2),-0.18278381770710075,-15.231984808925068,0.1,0.2612601324549996,0.4521290287881563,11.195919801473618,500.0
RF,MAR,large,0.3,20,I(x2 ** 2),0.0320464646016786,6.409292920335732,0.983,0.22614270351543753,0.4556299034058391,11.195919801473618,500.0
RF,MAR,large,0.3,20,I(x3 * z),-0.12062128705430494,-40.20709568476833,0.929,0.38047313246480696,0.3893228321171254,11.195919801473618,500.0
RF,MAR,large,0.3,20,x1,-0.0682320568615113,-22.74401895383711,0.906,0.2308931317496029,0.3738901177183208,11.195919801473618,500.0
RF,MAR,large,0.3,20,x2,-0.0570045849246463,-19.001528308215455,0.953,0.2444952803850891,0.37838099023890404,11.195919801473618,500.0
RF,MAR,large,0.3,20,x3,0.05523640871817735,27.61820435908869,0.994,0.2670982674314084,0.30837972189544494,11.195919801473618,500.0
RF,MAR,large,0.3,20,z,-0.10382417301397664,-41.529669205590665,0.944,0.3554052894149453,0.29749309949929365,11.195919801473618,500.0
RF,MAR,large,0.5,10,I(x1 * x2),-0.30176310359198955,-25.146925299332466,0.014,0.32101906923260803,0.5351185166377423,8.409809922218322,500.0
RF,MAR,large,0.5,10,I(x2 ** 2),0.0395780063386891,7.915601267737836,0.959,0.2807386532681979,0.5474503279491432,8.409809922218322,500.0
RF,MAR,large,0.5,10,I(x3 * z),-0.17742448228824195,-59.14149409608066,0.749,0.4465463328733856,0.43630546530282616,8.409809922218322,500.0
RF,MAR,large,0.5,10,x1,-0.0831441392204823,-27.714713073494124,0.841,0.27989394220630803,0.4567326515685071,8.409809922218322,500.0
RF,MAR,large,0.5,10,x2,-0.082454982635143,-27.484994211714344,0.867,0.2981933636055817,0.4676745437481856,8.409809922218322,500.0
RF,MAR,large,0.5,10,x3,0.053767501739492,26.883750869746038,0.985,0.3178769449782035,0.382001053885134,8.409809922218322,500.0
RF,MAR,large,0.5,10,z,-0.16367211820845434,-65.46884728338176,0.78,0.42510729885619714,0.377956780913124,8.409809922218322,500.0
RF,MAR,large,0.5,20,I(x1 * x2),-0.3014395043233554,-25.119958693612958,0.013000000000000001,0.3188341564704039,0.5403376339621442,17.324308365345,500.0
RF,MAR,large,0.5,20,I(x2 ** 2),0.0393021958916652,7.860439178333049,0.961,0.2788290641518526,0.5523628111620247,17.324308365345,500.0
RF,MAR,large,0.5,20,I(x3 * z),-0.17711019928643656,-59.036733095478866,0.772,0.4439852237320848,0.4408019602023028,17.324308365345,500.0
RF,MAR,large,0.5,20,x1,-0.0836047857155075,-27.86826190516919,0.842,0.27794118735199314,0.45957358620739824,17.324308365345,500.0
RF,MAR,large,0.5,20,x2,-0.08223243013020765,-27.41081004340257,0.863,0.29586487981718046,0.46979242906291263,17.324308365345,500.0
RF,MAR,large,0.5,20,x3,0.053896040123443,26.948020061721518,0.987,0.3150085207836948,0.3795715656624232,17.324308365345,500.0
RF,MAR,large,0.5,20,z,-0.16328035604683955,-65.31214241873585,0.799,0.42162235470787557,0.37715404799002494,17.324308365345,500.0
RF,MAR,medium,0.2,10,I(x1 * x2),-0.08771365661947686,-14.618942769912817,0.675,0.1936593765821924,0.25518017633765544,4.342268819570542,500.0
RF,MAR,medium,0.2,10,I(x2 ** 2),0.025019699799263502,10.007879919705417,0.992,0.16646128956434714,0.2515779098892575,4.342268819570542,500.0
RF,MAR,medium,0.2,10,I(x3 * z),-0.04469075587347765,-29.79383724898516,1.0,0.2988639763597667,0.2568731544922897,4.342268819570542,500.0
RF,MAR,medium,0.2,10,x1,-0.058427157645048994,-19.475719215016344,0.924,0.179330326972804,0.2224070015880984,4.342268819570542,500.0
RF,MAR,medium,0.2,10,x2,-0.0361758722493751,-12.058624083125048,0.991,0.1889790463678767,0.22066435166871456,4.342268819570542,500.0
RF,MAR,medium,0.2,10,x3,0.0455690669082544,22.784533454127228,0.997,0.21367865285750332,0.1892320041695463,4.342268819570542,500.0
RF,MAR,medium,0.2,10,z,-0.04468623972708265,-17.874495890833096,0.999,0.2886522637708788,0.19914370357007835,4.342268819570542,500.0
RF,MAR,medium,0.2,20,I(x1 * x2),-0.0877385533531955,-14.623092225532588,0.6759999999999999,0.1925674010279656,0.25138804214112304,12.83926941895485,500.0
RF,MAR,medium,0.2,20,I(x2 ** 2),0.0248725084778873,9.949003391154953,0.996,0.165624639097083,0.2483741893195704,12.83926941895485,500.0
RF,MAR,medium,0.2,20,I(x3 * z),-0.0445073969636278,-29.6715979757519,1.0,0.2973132291797228,0.25381583192777485,12.83926941895485,500.0
RF,MAR,medium,0.2,20,x1,-0.058494021027800755,-19.498007009266928,0.93,0.17873941222200063,0.22098006770171424,12.83926941895485,500.0
RF,MAR,medium,0.2,20,x2,-0.0359883416754603,-11.99611389182012,0.991,0.18807998403915843,0.21675485278876694,12.83926941895485,500.0
RF,MAR,medium,0.2,20,x3,0.0454096175701384,22.704808785069226,0.996,0.21273248909013726,0.18508907728870422,12.83926941895485,500.0
RF,MAR,medium,0.2,20,z,-0.044717174347230854,-17.886869738892358,1.0,0.28671363666367056,0.19119610164696615,12.83926941895485,500.0
RF,MAR,medium,0.3,10,I(x1 * x2),-0.11126334135594435,-18.543890225990737,0.436,0.20917903904081353,0.3320206517267901,5.777726254940033,500.0
RF,MAR,medium,0.3,10,I(x2 ** 2),0.02389389230853325,9.557556923413316,0.985,0.1803107613468271,0.3317245496910954,5.777726254940033,500.0
RF,MAR,medium,0.3,10,I(x3 * z),-0.06846848206292395,-45.64565470861601,0.984,0.31701220102297023,0.3107237089672072,5.777726254940033,500.0
RF,MAR,medium,0.3,10,x1,-0.06120060812225635,-20.400202707418785,0.875,0.1929997037885465,0.2975613706325997,5.777726254940033,500.0
RF,MAR,medium,0.3,10,x2,-0.045552702501427456,-15.184234167142499,0.95,0.20260322214732446,0.29189250715058623,5.777726254940033,500.0
RF,MAR,medium,0.3,10,x3,0.0453341566913998,22.66707834569993,0.992,0.22697368454527406,0.2513145159859679,5.777726254940033,500.0
RF,MAR,medium,0.3,10,z,-0.0721869316371572,-28.874772654862884,0.974,0.3066541393625815,0.25963736283892247,5.777726254940033,500.0
RF,MAR,medium,0.3,20,I(x1 * x2),-0.11151608783535386,-18.58601463922565,0.42600000000000005,0.20743749125676375,0.32836850410299656,11.429923463344574,500.0
RF,MAR,medium,0.3,20,I(x2 ** 2),0.02422032903913595,9.688131615654408,0.987,0.17863781609997004,0.3268478338102429,11.429923463344574,500.0
RF,MAR,medium,0.3,20,I(x3 * z),-0.06847345925839901,-45.64897283893269,0.988,0.315043429364095,0.30821380347500116,11.429923463344574,500.0
RF,MAR,medium,0.3,20,x1,-0.061356013295054204,-20.452004431684742,0.887,0.19135632481900083,0.2920491649007739,11.429923463344574,500.0
RF,MAR,medium,0.3,20,x2,-0.04534673028207245,-15.115576760690836,0.954,0.20138399628581066,0.2887786956654385,11.429923463344574,500.0
RF,MAR,medium,0.3,20,x3,0.04527994559000005,22.639972795000055,0.993,0.22532146761104485,0.2444279129436311,11.429923463344574,500.0
RF,MAR,medium,0.3,20,z,-0.0724924758197979,-28.996990327919185,0.978,0.3046709292338514,0.2544782097670002,11.429923463344574,500.0
RF,MAR,medium,0.5,10,I(x1 * x2),-0.16823854028992655,-28.03975671498776,0.14900000000000002,0.23585022116362275,0.42400931932283165,8.102334510803223,500.0
RF,MAR,medium,0.5,10,I(x2 ** 2),0.0227407260656389,9.096290426255587,0.977,0.20372370130581496,0.42523993224998646,8.102334510803223,500.0
RF,MAR,medium,0.5,10,I(x3 * z),-0.10246404000393615,-68.30936000262413,0.9410000000000001,0.35107041207802075,0.3860996855083566,8.102334510803223,500.0
RF,MAR,medium,0.5,10,x1,-0.0700369534298737,-23.345651143291263,0.8140000000000001,0.21699082880657306,0.39119800912488856,8.102334510803223,500.0
RF,MAR,medium,0.5,10,x2,-0.0616991084050722,-20.56636946835742,0.869,0.22867697565166464,0.3906924482574033,8.102334510803223,500.0
RF,MAR,medium,0.5,10,x3,0.03868775319761715,19.3438765988086,0.98,0.2514825765112477,0.3337055263380738,8.102334510803223,500.0
RF,MAR,medium,0.5,10,z,-0.121889251161884,-48.755700464753616,0.8029999999999999,0.3421076460371165,0.3500450905839986,8.102334510803223,500.0
RF,MAR,medium,0.5,20,I(x1 * x2),-0.16822123551498236,-28.0368725858304,0.133,0.23447920339415265,0.4259953830008564,16.636290533542635,500.0
RF,MAR,medium,0.5,20,I(x2 ** 2),0.0228210276279972,9.12841105119889,0.979,0.20253381585125665,0.4275573260919131,16.636290533542635,500.0
RF,MAR,medium,0.5,20,I(x3 * z),-0.1025397414638006,-68.35982764253377,0.94,0.3476574625913402,0.38121084979901465,16.636290533542635,500.0
RF,MAR,medium,0.5,20,x1,-0.0705336127588354,-23.51120425294515,0.82,0.21551644739443035,0.3909815781170992,16.636290533542635,500.0
RF,MAR,medium,0.5,20,x2,-0.0612532326382602,-20.417744212753405,0.869,0.22734193065430974,0.39096555008376915,16.636290533542635,500.0
RF,MAR,medium,0.5,20,x3,0.0391147401455169,19.55737007275846,0.982,0.2495281150756705,0.3289643145048541,16.636290533542635,500.0
RF,MAR,medium,0.5,20,z,-0.1220196418736894,-48.807856749475775,0.8069999999999999,0.3403461511018997,0.3492631097444775,16.636290533542635,500.0
RF,MAR,small,0.2,10,I(x1 * x2),-0.05372301211352225,-29.84611784084573,0.948,0.18032091433325725,0.19581604068750552,5.613904303073883,500.0
RF,MAR,small,0.2,10,I(x2 ** 2),0.02040162596833325,27.202167957777718,0.996,0.15430046395280975,0.1850366353503296,5.613904303073883,500.0
RF,MAR,small,0.2,10,I(x3 * z),-0.0191139205785808,-42.47537906351299,1.0,0.28178192377470435,0.2153554134508946,5.613904303073883,500.0
RF,MAR,small,0.2,10,x1,-0.056654647297116306,-18.884882432372116,0.921,0.1705595622548911,0.19295227361968825,5.613904303073883,500.0
RF,MAR,small,0.2,10,x2,-0.03037087558441725,-10.123625194805767,0.999,0.17882601778295482,0.18273304298653764,5.613904303073883,500.0
RF,MAR,small,0.2,10,x3,0.0409020083768676,20.451004188433842,0.996,0.2038871975132304,0.16275878632585034,5.613904303073883,500.0
RF,MAR,small,0.2,10,z,-0.0283564912348557,-11.342596493942311,1.0,0.2749915615662406,0.17036358942137975,5.613904303073883,500.0
RF,MAR,small,0.2,20,I(x1 * x2),-0.053758254204972,-29.86569678054002,0.948,0.1796202489264177,0.192701220988855,8.969821623325348,500.0
RF,MAR,small,0.2,20,I(x2 ** 2),0.020429131385462103,27.238841847282885,0.997,0.1538805170889767,0.18311314270300583,8.969821623325348,500.0
RF,MAR,small,0.2,20,I(x3 * z),-0.01951989644699175,-43.37754765998181,1.0,0.28102518477579663,0.21478235532584605,8.969821623325348,500.0
RF,MAR,small,0.2,20,x1,-0.05670445496836515,-18.90148498945506,0.922,0.16991899789362924,0.1890624910056971,8.969821623325348,500.0
RF,MAR,small,0.2,20,x2,-0.03034918860350025,-10.116396201166772,0.999,0.17800564315892595,0.1776195659372557,8.969821623325348,500.0
RF,MAR,small,0.2,20,x3,0.041047606569117254,20.523803284558642,0.996,0.2030145799988548,0.1581544408726463,8.969821623325348,500.0
RF,MAR,small,0.2,20,z,-0.028520216029606797,-11.408086411842724,1.0,0.2744447385710971,0.16924728661315055,8.969821623325348,500.0
RF,MAR,small,0.3,10,I(x1 * x2),-0.059466855933321294,-33.03714218517852,0.89,0.1891646393966412,0.2584171917108745,5.7532379398345945,500.0
RF,MAR,small,0.3,10,I(x2 ** 2),0.016904346169465997,22.539128225954766,0.995,0.16215814677514476,0.25047624657922346,5.7532379398345945,500.0
RF,MAR,small,0.3,10,I(x3 * z),-0.03520797342086515,-78.23994093525604,1.0,0.29475522460760495,0.27269324307767495,5.7532379398345945,500.0
RF,MAR,small,0.3,10,x1,-0.0586354612979416,-19.545153765980544,0.862,0.17895518065440996,0.25527918468691113,5.7532379398345945,500.0
RF,MAR,small,0.3,10,x2,-0.03619984800166835,-12.066616000556131,0.972,0.18716677346103294,0.24362068588974828,5.7532379398345945,500.0
RF,MAR,small,0.3,10,x3,0.039021836643640395,19.51091832182022,0.994,0.2119965317655648,0.21619632511604087,5.7532379398345945,500.0
RF,MAR,small,0.3,10,z,-0.0494768861774642,-19.7907544709857,0.994,0.2887625575712901,0.23720265151364628,5.7532379398345945,500.0
RF,MAR,small,0.3,20,I(x1 * x2),-0.0591337708351452,-32.85209490841402,0.902,0.1883645818849371,0.25664349588866164,11.497709347963333,500.0
RF,MAR,small,0.3,20,I(x2 ** 2),0.0168926533864178,22.523537848557112,0.995,0.16149528876676633,0.24875364203128936,11.497709347963333,500.0
RF,MAR,small,0.3,20,I(x3 * z),-0.03599648501142655,-79.99218891428137,1.0,0.29277121817973956,0.26740788596192466,11.497709347963333,500.0
RF,MAR,small,0.3,20,x1,-0.05838794631053485,-19.46264877017829,0.868,0.1782465883134287,0.2537663190221818,11.497709347963333,500.0
RF,MAR,small,0.3,20,x2,-0.03619767696421465,-12.065892321404899,0.977,0.1866151177249319,0.24295758664496436,11.497709347963333,500.0
RF,MAR,small,0.3,20,x3,0.03934076381692745,19.67038190846374,0.996,0.210859354020958,0.2110525929027816,11.497709347963333,500.0
RF,MAR,small,0.3,20,z,-0.04983651691611456,-19.934606766445846,0.993,0.2868321093668277,0.23059477147683893,11.497709347963333,500.0
RF,MAR,small,0.5,10,I(x1 * x2),-0.07189234454980689,-39.9401914165594,0.787,0.2072810472545042,0.36306473663523076,8.185455340862273,500.0
RF,MAR,small,0.5,10,I(x2 ** 2),0.00995548772318905,13.273983630918739,0.993,0.17698693377424957,0.35091734689419474,8.185455340862273,500.0
RF,MAR,small,0.5,10,I(x3 * z),-0.0569282471192972,-126.50721582066055,0.995,0.3136151781231362,0.34015900807227806,8.185455340862273,500.0
RF,MAR,small,0.5,10,x1,-0.062311028426754206,-20.77034280891808,0.791,0.1943574943906712,0.351037984720888,8.185455340862273,500.0
