method,mechanism,dataset,missing_rate,n_imputations,param,bootstrap,max_depth,max_features,min_samples_leaf,n_estimators,min_impurity_decrease,avg_estimate,avg_bias,avg_perc_bias,coverage_rate,avg_ci_width,avg_fmi,avg_runtime,n_reps
RF,MCAR,large,0.3,10,x2,True,None,sqrt,2.0,100.0,,0.272,-0.028,-9.277,0.988,0.233,0.373,7.117,500.0
RF,MCAR,large,0.3,10,x3,True,None,sqrt,2.0,100.0,,0.258,0.058,28.827,0.976,0.257,0.315,7.117,500.0
RF,MCAR,large,0.3,10,z,True,None,sqrt,2.0,100.0,,0.217,-0.033,-13.262,1.0,0.337,0.284,7.117,500.0
RF,MCAR,large,0.3,10,I(x1 * x2),True,None,sqrt,5.0,50.0,,1.034,-0.166,-13.849,0.236,0.267,0.463,4.124,500.0
RF,MCAR,large,0.3,10,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.537,0.037,7.306,0.966,0.232,0.468,4.124,500.0
RF,MCAR,large,0.3,10,I(x3 * z),True,None,sqrt,5.0,50.0,,0.251,-0.049,-16.243,1.0,0.374,0.357,4.124,500.0
RF,MCAR,large,0.3,10,x1,True,None,sqrt,5.0,50.0,,0.236,-0.064,-21.248,0.94,0.235,0.38,4.124,500.0
RF,MCAR,large,0.3,10,x2,True,None,sqrt,5.0,50.0,,0.272,-0.028,-9.246,0.988,0.251,0.395,4.124,500.0
RF,MCAR,large,0.3,10,x3,True,None,sqrt,5.0,50.0,,0.257,0.057,28.498,0.994,0.277,0.341,4.124,500.0
RF,MCAR,large,0.3,10,z,True,None,sqrt,5.0,50.0,,0.209,-0.041,-16.41,1.0,0.362,0.313,4.124,500.0
RF,MCAR,large,0.3,20,I(x1 * x2),True,None,sqrt,2.0,100.0,,1.059,-0.141,-11.741,0.338,0.245,0.432,14.462,500.0
RF,MCAR,large,0.3,20,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.542,0.042,8.439,0.962,0.215,0.449,14.462,500.0
RF,MCAR,large,0.3,20,I(x3 * z),True,None,sqrt,2.0,100.0,,0.257,-0.043,-14.488,0.998,0.346,0.333,14.462,500.0
RF,MCAR,large,0.3,20,x1,True,None,sqrt,2.0,100.0,,0.241,-0.059,-19.816,0.926,0.215,0.343,14.462,500.0
RF,MCAR,large,0.3,20,x2,True,None,sqrt,2.0,100.0,,0.272,-0.028,-9.303,0.992,0.231,0.369,14.462,500.0
RF,MCAR,large,0.3,20,x3,True,None,sqrt,2.0,100.0,,0.258,0.058,28.948,0.988,0.256,0.319,14.462,500.0
RF,MCAR,large,0.3,20,z,True,None,sqrt,2.0,100.0,,0.217,-0.033,-13.154,0.998,0.336,0.286,14.462,500.0
RF,MCAR,large,0.3,20,I(x1 * x2),True,None,sqrt,5.0,50.0,,1.034,-0.166,-13.806,0.212,0.268,0.472,8.077,500.0
RF,MCAR,large,0.3,20,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.537,0.037,7.317,0.972,0.232,0.479,8.077,500.0
RF,MCAR,large,0.3,20,I(x3 * z),True,None,sqrt,5.0,50.0,,0.251,-0.049,-16.396,1.0,0.373,0.36,8.077,500.0
RF,MCAR,large,0.3,20,x1,True,None,sqrt,5.0,50.0,,0.238,-0.062,-20.674,0.95,0.232,0.373,8.077,500.0
RF,MCAR,large,0.3,20,x2,True,None,sqrt,5.0,50.0,,0.271,-0.029,-9.706,0.992,0.249,0.393,8.077,500.0
RF,MCAR,large,0.3,20,x3,True,None,sqrt,5.0,50.0,,0.257,0.057,28.336,0.996,0.276,0.345,8.077,500.0
RF,MCAR,large,0.3,20,z,True,None,sqrt,5.0,50.0,,0.209,-0.041,-16.376,1.0,0.36,0.31,8.077,500.0
RF,MCAR,large,0.5,10,I(x1 * x2),True,None,sqrt,2.0,100.0,,0.971,-0.229,-19.12,0.094,0.305,0.536,10.545,500.0
RF,MCAR,large,0.5,10,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.547,0.047,9.398,0.926,0.266,0.546,10.545,500.0
RF,MCAR,large,0.5,10,I(x3 * z),True,None,sqrt,2.0,100.0,,0.205,-0.095,-31.58,0.984,0.42,0.433,10.545,500.0
RF,MCAR,large,0.5,10,x1,True,None,sqrt,2.0,100.0,,0.237,-0.063,-21.137,0.908,0.26,0.438,10.545,500.0
RF,MCAR,large,0.5,10,x2,True,None,sqrt,2.0,100.0,,0.271,-0.029,-9.653,0.976,0.279,0.455,10.545,500.0
RF,MCAR,large,0.5,10,x3,True,None,sqrt,2.0,100.0,,0.266,0.066,32.862,0.972,0.309,0.414,10.545,500.0
RF,MCAR,large,0.5,10,z,True,None,sqrt,2.0,100.0,,0.18,-0.07,-28.193,0.986,0.397,0.365,10.545,500.0
RF,MCAR,large,0.5,10,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.917,-0.283,-23.611,0.03,0.33,0.541,5.675,500.0
RF,MCAR,large,0.5,10,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.54,0.04,8.077,0.96,0.286,0.545,5.675,500.0
RF,MCAR,large,0.5,10,I(x3 * z),True,None,sqrt,5.0,50.0,,0.196,-0.104,-34.706,0.988,0.457,0.441,5.675,500.0
RF,MCAR,large,0.5,10,x1,True,None,sqrt,5.0,50.0,,0.234,-0.066,-21.979,0.914,0.282,0.442,5.675,500.0
RF,MCAR,large,0.5,10,x2,True,None,sqrt,5.0,50.0,,0.265,-0.035,-11.51,0.958,0.303,0.462,5.675,500.0
RF,MCAR,large,0.5,10,x3,True,None,sqrt,5.0,50.0,,0.266,0.066,32.76,0.992,0.338,0.43,5.675,500.0
RF,MCAR,large,0.5,10,z,True,None,sqrt,5.0,50.0,,0.168,-0.082,-32.977,0.984,0.436,0.384,5.675,500.0
RF,MCAR,large,0.5,20,I(x1 * x2),True,None,sqrt,2.0,100.0,,0.969,-0.231,-19.209,0.06,0.3,0.535,21.17,500.0
RF,MCAR,large,0.5,20,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.548,0.048,9.568,0.942,0.264,0.55,21.17,500.0
RF,MCAR,large,0.5,20,I(x3 * z),True,None,sqrt,2.0,100.0,,0.207,-0.093,-30.986,0.992,0.418,0.434,21.17,500.0
RF,MCAR,large,0.5,20,x1,True,None,sqrt,2.0,100.0,,0.235,-0.065,-21.561,0.914,0.258,0.441,21.17,500.0
RF,MCAR,large,0.5,20,x2,True,None,sqrt,2.0,100.0,,0.273,-0.027,-9.057,0.988,0.278,0.462,21.17,500.0
RF,MCAR,large,0.5,20,x3,True,None,sqrt,2.0,100.0,,0.264,0.064,32.225,0.974,0.307,0.415,21.17,500.0
RF,MCAR,large,0.5,20,z,True,None,sqrt,2.0,100.0,,0.179,-0.071,-28.577,0.988,0.398,0.373,21.17,500.0
RF,MCAR,large,0.5,20,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.917,-0.283,-23.609,0.02,0.327,0.546,11.272,500.0
RF,MCAR,large,0.5,20,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.542,0.042,8.338,0.956,0.285,0.554,11.272,500.0
RF,MCAR,large,0.5,20,I(x3 * z),True,None,sqrt,5.0,50.0,,0.196,-0.104,-34.549,0.988,0.453,0.442,11.272,500.0
RF,MCAR,large,0.5,20,x1,True,None,sqrt,5.0,50.0,,0.235,-0.065,-21.702,0.922,0.283,0.459,11.272,500.0
RF,MCAR,large,0.5,20,x2,True,None,sqrt,5.0,50.0,,0.264,-0.036,-12.018,0.964,0.305,0.481,11.272,500.0
RF,MCAR,large,0.5,20,x3,True,None,sqrt,5.0,50.0,,0.265,0.065,32.496,0.994,0.335,0.427,11.272,500.0
RF,MCAR,large,0.5,20,z,True,None,sqrt,5.0,50.0,,0.168,-0.082,-32.802,0.996,0.434,0.388,11.272,500.0
RF,MCAR,medium,0.2,10,I(x1 * x2),True,None,sqrt,2.0,100.0,,0.527,-0.073,-12.162,0.78,0.188,0.227,5.434,500.0
RF,MCAR,medium,0.2,10,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.279,0.029,11.547,0.984,0.162,0.231,5.434,500.0
RF,MCAR,medium,0.2,10,I(x3 * z),True,None,sqrt,2.0,100.0,,0.155,0.005,3.119,1.0,0.285,0.207,5.434,500.0
RF,MCAR,medium,0.2,10,x1,True,None,sqrt,2.0,100.0,,0.242,-0.058,-19.393,0.912,0.175,0.201,5.434,500.0
RF,MCAR,medium,0.2,10,x2,True,None,sqrt,2.0,100.0,,0.277,-0.023,-7.828,0.998,0.185,0.207,5.434,500.0
RF,MCAR,medium,0.2,10,x3,True,None,sqrt,2.0,100.0,,0.246,0.046,22.943,0.996,0.213,0.2,5.434,500.0
RF,MCAR,medium,0.2,10,z,True,None,sqrt,2.0,100.0,,0.235,-0.015,-5.902,1.0,0.283,0.187,5.434,500.0
RF,MCAR,medium,0.2,10,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.52,-0.08,-13.359,0.752,0.192,0.246,3.284,500.0
RF,MCAR,medium,0.2,10,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.277,0.027,10.923,0.988,0.166,0.25,3.284,500.0
RF,MCAR,medium,0.2,10,I(x3 * z),True,None,sqrt,5.0,50.0,,0.153,0.003,2.225,1.0,0.29,0.218,3.284,500.0
RF,MCAR,medium,0.2,10,x1,True,None,sqrt,5.0,50.0,,0.242,-0.058,-19.497,0.902,0.178,0.217,3.284,500.0
RF,MCAR,medium,0.2,10,x2,True,None,sqrt,5.0,50.0,,0.276,-0.024,-7.999,1.0,0.188,0.219,3.284,500.0
RF,MCAR,medium,0.2,10,x3,True,None,sqrt,5.0,50.0,,0.244,0.044,21.837,0.996,0.217,0.214,3.284,500.0
RF,MCAR,medium,0.2,10,z,True,None,sqrt,5.0,50.0,,0.231,-0.019,-7.788,1.0,0.288,0.2,3.284,500.0
RF,MCAR,medium,0.2,20,I(x1 * x2),True,None,sqrt,2.0,100.0,,0.527,-0.073,-12.18,0.776,0.186,0.221,11.184,500.0
RF,MCAR,medium,0.2,20,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.279,0.029,11.64,0.978,0.162,0.233,11.184,500.0
RF,MCAR,medium,0.2,20,I(x3 * z),True,None,sqrt,2.0,100.0,,0.155,0.005,3.498,1.0,0.284,0.202,11.184,500.0
RF,MCAR,medium,0.2,20,x1,True,None,sqrt,2.0,100.0,,0.242,-0.058,-19.371,0.92,0.174,0.2,11.184,500.0
RF,MCAR,medium,0.2,20,x2,True,None,sqrt,2.0,100.0,,0.277,-0.023,-7.761,0.998,0.185,0.208,11.184,500.0
RF,MCAR,medium,0.2,20,x3,True,None,sqrt,2.0,100.0,,0.245,0.045,22.652,0.998,0.211,0.196,11.184,500.0
RF,MCAR,medium,0.2,20,z,True,None,sqrt,2.0,100.0,,0.235,-0.015,-5.873,1.0,0.282,0.184,11.184,500.0
RF,MCAR,medium,0.2,20,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.52,-0.08,-13.41,0.75,0.191,0.246,6.615,500.0
RF,MCAR,medium,0.2,20,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.278,0.028,11.084,0.988,0.165,0.248,6.615,500.0
RF,MCAR,medium,0.2,20,I(x3 * z),True,None,sqrt,5.0,50.0,,0.154,0.004,2.41,1.0,0.289,0.215,6.615,500.0
RF,MCAR,medium,0.2,20,x1,True,None,sqrt,5.0,50.0,,0.242,-0.058,-19.479,0.922,0.178,0.215,6.615,500.0
RF,MCAR,medium,0.2,20,x2,True,None,sqrt,5.0,50.0,,0.275,-0.025,-8.208,0.998,0.188,0.218,6.615,500.0
RF,MCAR,medium,0.2,20,x3,True,None,sqrt,5.0,50.0,,0.244,0.044,21.88,0.998,0.215,0.208,6.615,500.0
RF,MCAR,medium,0.2,20,z,True,None,sqrt,5.0,50.0,,0.23,-0.02,-7.974,1.0,0.287,0.197,6.615,500.0
RF,MCAR,medium,0.3,10,I(x1 * x2),True,None,sqrt,2.0,100.0,,0.509,-0.091,-15.142,0.622,0.2,0.299,7.034,500.0
RF,MCAR,medium,0.3,10,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.282,0.032,12.976,0.976,0.174,0.31,7.034,500.0
RF,MCAR,medium,0.3,10,I(x3 * z),True,None,sqrt,2.0,100.0,,0.137,-0.013,-8.365,1.0,0.303,0.276,7.034,500.0
RF,MCAR,medium,0.3,10,x1,True,None,sqrt,2.0,100.0,,0.239,-0.061,-20.436,0.876,0.185,0.268,7.034,500.0
RF,MCAR,medium,0.3,10,x2,True,None,sqrt,2.0,100.0,,0.274,-0.026,-8.593,0.998,0.197,0.278,7.034,500.0
RF,MCAR,medium,0.3,10,x3,True,None,sqrt,2.0,100.0,,0.249,0.049,24.559,0.99,0.225,0.262,7.034,500.0
RF,MCAR,medium,0.3,10,z,True,None,sqrt,2.0,100.0,,0.223,-0.027,-10.999,0.998,0.298,0.244,7.034,500.0
RF,MCAR,medium,0.3,10,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.498,-0.102,-16.974,0.534,0.207,0.322,4.079,500.0
RF,MCAR,medium,0.3,10,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.279,0.029,11.642,0.978,0.179,0.325,4.079,500.0
RF,MCAR,medium,0.3,10,I(x3 * z),True,None,sqrt,5.0,50.0,,0.135,-0.015,-10.318,1.0,0.311,0.288,4.079,500.0
RF,MCAR,medium,0.3,10,x1,True,None,sqrt,5.0,50.0,,0.239,-0.061,-20.493,0.886,0.19,0.282,4.079,500.0
RF,MCAR,medium,0.3,10,x2,True,None,sqrt,5.0,50.0,,0.273,-0.027,-8.844,0.992,0.202,0.292,4.079,500.0
RF,MCAR,medium,0.3,10,x3,True,None,sqrt,5.0,50.0,,0.247,0.047,23.656,0.99,0.231,0.277,4.079,500.0
RF,MCAR,medium,0.3,10,z,True,None,sqrt,5.0,50.0,,0.216,-0.034,-13.697,0.996,0.307,0.262,4.079,500.0
RF,MCAR,medium,0.3,20,I(x1 * x2),True,None,sqrt,2.0,100.0,,0.509,-0.091,-15.108,0.626,0.199,0.296,14.032,500.0
RF,MCAR,medium,0.3,20,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.282,0.032,12.855,0.976,0.173,0.304,14.032,500.0
RF,MCAR,medium,0.3,20,I(x3 * z),True,None,sqrt,2.0,100.0,,0.137,-0.013,-8.448,1.0,0.302,0.272,14.032,500.0
RF,MCAR,medium,0.3,20,x1,True,None,sqrt,2.0,100.0,,0.239,-0.061,-20.403,0.884,0.185,0.266,14.032,500.0
RF,MCAR,medium,0.3,20,x2,True,None,sqrt,2.0,100.0,,0.274,-0.026,-8.555,0.994,0.196,0.274,14.032,500.0
RF,MCAR,medium,0.3,20,x3,True,None,sqrt,2.0,100.0,,0.249,0.049,24.605,0.988,0.224,0.261,14.032,500.0
RF,MCAR,medium,0.3,20,z,True,None,sqrt,2.0,100.0,,0.223,-0.027,-10.957,0.998,0.297,0.244,14.032,500.0
RF,MCAR,medium,0.3,20,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.499,-0.101,-16.852,0.532,0.206,0.319,8.164,500.0
RF,MCAR,medium,0.3,20,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.279,0.029,11.513,0.98,0.178,0.326,8.164,500.0
RF,MCAR,medium,0.3,20,I(x3 * z),True,None,sqrt,5.0,50.0,,0.134,-0.016,-10.575,1.0,0.31,0.288,8.164,500.0
RF,MCAR,medium,0.3,20,x1,True,None,sqrt,5.0,50.0,,0.239,-0.061,-20.364,0.886,0.189,0.278,8.164,500.0
RF,MCAR,medium,0.3,20,x2,True,None,sqrt,5.0,50.0,,0.273,-0.027,-8.966,0.988,0.201,0.29,8.164,500.0
RF,MCAR,medium,0.3,20,x3,True,None,sqrt,5.0,50.0,,0.247,0.047,23.395,0.992,0.23,0.278,8.164,500.0
RF,MCAR,medium,0.3,20,z,True,None,sqrt,5.0,50.0,,0.215,-0.035,-13.959,0.996,0.306,0.264,8.164,500.0
RF,MCAR,medium,0.5,10,I(x1 * x2),True,None,sqrt,2.0,100.0,,0.469,-0.131,-21.814,0.334,0.228,0.41,10.452,500.0
RF,MCAR,medium,0.5,10,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.281,0.031,12.334,0.944,0.198,0.42,10.452,500.0
RF,MCAR,medium,0.5,10,I(x3 * z),True,None,sqrt,2.0,100.0,,0.11,-0.04,-26.665,0.998,0.339,0.37,10.452,500.0
RF,MCAR,medium,0.5,10,x1,True,None,sqrt,2.0,100.0,,0.234,-0.066,-22.133,0.84,0.21,0.378,10.452,500.0
RF,MCAR,medium,0.5,10,x2,True,None,sqrt,2.0,100.0,,0.276,-0.024,-8.084,0.968,0.223,0.387,10.452,500.0
RF,MCAR,medium,0.5,10,x3,True,None,sqrt,2.0,100.0,,0.249,0.049,24.348,0.972,0.253,0.366,10.452,500.0
RF,MCAR,medium,0.5,10,z,True,None,sqrt,2.0,100.0,,0.19,-0.06,-24.17,0.976,0.333,0.344,10.452,500.0
RF,MCAR,medium,0.5,10,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.447,-0.153,-25.481,0.192,0.237,0.424,5.85,500.0
RF,MCAR,medium,0.5,10,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.275,0.025,10.157,0.962,0.205,0.425,5.85,500.0
RF,MCAR,medium,0.5,10,I(x3 * z),True,None,sqrt,5.0,50.0,,0.105,-0.045,-30.206,0.988,0.352,0.38,5.85,500.0
RF,MCAR,medium,0.5,10,x1,True,None,sqrt,5.0,50.0,,0.231,-0.069,-22.924,0.854,0.218,0.388,5.85,500.0
RF,MCAR,medium,0.5,10,x2,True,None,sqrt,5.0,50.0,,0.272,-0.028,-9.355,0.964,0.23,0.391,5.85,500.0
RF,MCAR,medium,0.5,10,x3,True,None,sqrt,5.0,50.0,,0.246,0.046,22.863,0.982,0.261,0.37,5.85,500.0
RF,MCAR,medium,0.5,10,z,True,None,sqrt,5.0,50.0,,0.176,-0.074,-29.765,0.97,0.348,0.362,5.85,500.0
RF,MCAR,medium,0.5,20,I(x1 * x2),True,None,sqrt,2.0,100.0,,0.468,-0.132,-21.983,0.318,0.226,0.409,21.16,500.0
RF,MCAR,medium,0.5,20,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.282,0.032,12.666,0.948,0.196,0.416,21.16,500.0
RF,MCAR,medium,0.5,20,I(x3 * z),True,None,sqrt,2.0,100.0,,0.11,-0.04,-26.589,0.996,0.337,0.369,21.16,500.0
RF,MCAR,medium,0.5,20,x1,True,None,sqrt,2.0,100.0,,0.233,-0.067,-22.365,0.824,0.207,0.371,21.16,500.0
RF,MCAR,medium,0.5,20,x2,True,None,sqrt,2.0,100.0,,0.276,-0.024,-7.915,0.966,0.22,0.38,21.16,500.0
RF,MCAR,medium,0.5,20,x3,True,None,sqrt,2.0,100.0,,0.249,0.049,24.322,0.976,0.251,0.363,21.16,500.0
RF,MCAR,medium,0.5,20,z,True,None,sqrt,2.0,100.0,,0.189,-0.061,-24.582,0.988,0.331,0.34,21.16,500.0
RF,MCAR,medium,0.5,20,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.447,-0.153,-25.494,0.19,0.236,0.427,11.335,500.0
RF,MCAR,medium,0.5,20,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.276,0.026,10.25,0.962,0.204,0.428,11.335,500.0
RF,MCAR,medium,0.5,20,I(x3 * z),True,None,sqrt,5.0,50.0,,0.106,-0.044,-29.615,0.994,0.35,0.381,11.335,500.0
RF,MCAR,medium,0.5,20,x1,True,None,sqrt,5.0,50.0,,0.231,-0.069,-22.846,0.85,0.217,0.391,11.335,500.0
RF,MCAR,medium,0.5,20,x2,True,None,sqrt,5.0,50.0,,0.272,-0.028,-9.452,0.964,0.229,0.39,11.335,500.0
RF,MCAR,medium,0.5,20,x3,True,None,sqrt,5.0,50.0,,0.245,0.045,22.502,0.988,0.26,0.372,11.335,500.0
RF,MCAR,medium,0.5,20,z,True,None,sqrt,5.0,50.0,,0.176,-0.074,-29.517,0.974,0.345,0.358,11.335,500.0
RF,MCAR,small,0.2,10,I(x1 * x2),True,None,sqrt,2.0,100.0,,0.132,-0.048,-26.481,0.948,0.178,0.18,5.479,500.0
RF,MCAR,small,0.2,10,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.097,0.022,29.818,1.0,0.152,0.172,5.479,500.0
RF,MCAR,small,0.2,10,I(x3 * z),True,None,sqrt,2.0,100.0,,0.061,0.016,36.419,1.0,0.275,0.184,5.479,500.0
RF,MCAR,small,0.2,10,x1,True,None,sqrt,2.0,100.0,,0.24,-0.06,-20.163,0.868,0.168,0.18,5.479,500.0
RF,MCAR,small,0.2,10,x2,True,None,sqrt,2.0,100.0,,0.279,-0.021,-7.037,0.998,0.178,0.18,5.479,500.0
RF,MCAR,small,0.2,10,x3,True,None,sqrt,2.0,100.0,,0.242,0.042,20.809,0.998,0.205,0.175,5.479,500.0
RF,MCAR,small,0.2,10,z,True,None,sqrt,2.0,100.0,,0.24,-0.01,-4.143,1.0,0.275,0.177,5.479,500.0
RF,MCAR,small,0.2,10,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.132,-0.048,-26.475,0.97,0.179,0.19,3.217,500.0
RF,MCAR,small,0.2,10,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.095,0.02,27.291,0.998,0.154,0.183,3.217,500.0
RF,MCAR,small,0.2,10,I(x3 * z),True,None,sqrt,5.0,50.0,,0.06,0.015,32.609,1.0,0.275,0.181,3.217,500.0
RF,MCAR,small,0.2,10,x1,True,None,sqrt,5.0,50.0,,0.238,-0.062,-20.569,0.862,0.169,0.185,3.217,500.0
RF,MCAR,small,0.2,10,x2,True,None,sqrt,5.0,50.0,,0.279,-0.021,-7.041,1.0,0.178,0.181,3.217,500.0
RF,MCAR,small,0.2,10,x3,True,None,sqrt,5.0,50.0,,0.241,0.041,20.447,0.996,0.205,0.178,3.217,500.0
RF,MCAR,small,0.2,10,z,True,None,sqrt,5.0,50.0,,0.236,-0.014,-5.568,1.0,0.276,0.179,3.217,500.0
RF,MCAR,small,0.2,20,I(x1 * x2),True,None,sqrt,2.0,100.0,,0.133,-0.047,-26.359,0.952,0.177,0.176,10.995,500.0
RF,MCAR,small,0.2,20,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.097,0.022,29.75,0.998,0.152,0.168,10.995,500.0
RF,MCAR,small,0.2,20,I(x3 * z),True,None,sqrt,2.0,100.0,,0.062,0.017,37.389,1.0,0.273,0.175,10.995,500.0
RF,MCAR,small,0.2,20,x1,True,None,sqrt,2.0,100.0,,0.24,-0.06,-20.164,0.87,0.168,0.176,10.995,500.0
RF,MCAR,small,0.2,20,x2,True,None,sqrt,2.0,100.0,,0.279,-0.021,-7.008,0.998,0.177,0.173,10.995,500.0
RF,MCAR,small,0.2,20,x3,True,None,sqrt,2.0,100.0,,0.241,0.041,20.677,0.996,0.204,0.171,10.995,500.0
RF,MCAR,small,0.2,20,z,True,None,sqrt,2.0,100.0,,0.24,-0.01,-4.158,1.0,0.274,0.17,10.995,500.0
RF,MCAR,small,0.2,20,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.132,-0.048,-26.563,0.958,0.178,0.181,6.667,500.0
RF,MCAR,small,0.2,20,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.096,0.021,27.5,0.998,0.153,0.178,6.667,500.0
RF,MCAR,small,0.2,20,I(x3 * z),True,None,sqrt,5.0,50.0,,0.06,0.015,33.742,1.0,0.274,0.179,6.667,500.0
RF,MCAR,small,0.2,20,x1,True,None,sqrt,5.0,50.0,,0.238,-0.062,-20.507,0.86,0.169,0.181,6.667,500.0
RF,MCAR,small,0.2,20,x2,True,None,sqrt,5.0,50.0,,0.279,-0.021,-7.131,1.0,0.178,0.177,6.667,500.0
RF,MCAR,small,0.2,20,x3,True,None,sqrt,5.0,50.0,,0.24,0.04,20.181,0.998,0.205,0.176,6.667,500.0
RF,MCAR,small,0.2,20,z,True,None,sqrt,5.0,50.0,,0.236,-0.014,-5.58,1.0,0.275,0.176,6.667,500.0
RF,MCAR,small,0.3,10,I(x1 * x2),True,None,sqrt,2.0,100.0,,0.129,-0.051,-28.507,0.94,0.185,0.236,7.692,500.0
RF,MCAR,small,0.3,10,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.097,0.022,29.666,0.996,0.16,0.238,7.692,500.0
RF,MCAR,small,0.3,10,I(x3 * z),True,None,sqrt,2.0,100.0,,0.051,0.006,12.487,0.998,0.286,0.238,7.692,500.0
RF,MCAR,small,0.3,10,x1,True,None,sqrt,2.0,100.0,,0.236,-0.064,-21.359,0.802,0.176,0.238,7.692,500.0
RF,MCAR,small,0.3,10,x2,True,None,sqrt,2.0,100.0,,0.279,-0.021,-7.097,0.998,0.185,0.23,7.692,500.0
RF,MCAR,small,0.3,10,x3,True,None,sqrt,2.0,100.0,,0.243,0.043,21.484,0.984,0.214,0.233,7.692,500.0
RF,MCAR,small,0.3,10,z,True,None,sqrt,2.0,100.0,,0.23,-0.02,-7.809,0.998,0.286,0.228,7.692,500.0
RF,MCAR,small,0.3,10,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.128,-0.052,-28.877,0.932,0.188,0.251,4.028,500.0
RF,MCAR,small,0.3,10,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.095,0.02,26.052,0.996,0.161,0.247,4.028,500.0
RF,MCAR,small,0.3,10,I(x3 * z),True,None,sqrt,5.0,50.0,,0.047,0.002,4.324,1.0,0.288,0.246,4.028,500.0
RF,MCAR,small,0.3,10,x1,True,None,sqrt,5.0,50.0,,0.235,-0.065,-21.532,0.806,0.177,0.246,4.028,500.0
RF,MCAR,small,0.3,10,x2,True,None,sqrt,5.0,50.0,,0.278,-0.022,-7.491,0.998,0.187,0.248,4.028,500.0
RF,MCAR,small,0.3,10,x3,True,None,sqrt,5.0,50.0,,0.241,0.041,20.457,0.982,0.215,0.242,4.028,500.0
RF,MCAR,small,0.3,10,z,True,None,sqrt,5.0,50.0,,0.224,-0.026,-10.208,0.998,0.289,0.24,4.028,500.0
RF,MCAR,small,0.3,20,I(x1 * x2),True,None,sqrt,2.0,100.0,,0.129,-0.051,-28.568,0.938,0.184,0.234,14.831,500.0
RF,MCAR,small,0.3,20,I(x2 ** 2),True,None,sqrt,2.0,100.0,,0.097,0.022,29.691,0.996,0.159,0.234,14.831,500.0
RF,MCAR,small,0.3,20,I(x3 * z),True,None,sqrt,2.0,100.0,,0.05,0.005,11.605,0.998,0.284,0.232,14.831,500.0
RF,MCAR,small,0.3,20,x1,True,None,sqrt,2.0,100.0,,0.236,-0.064,-21.363,0.814,0.175,0.235,14.831,500.0
RF,MCAR,small,0.3,20,x2,True,None,sqrt,2.0,100.0,,0.279,-0.021,-7.084,0.998,0.184,0.233,14.831,500.0
RF,MCAR,small,0.3,20,x3,True,None,sqrt,2.0,100.0,,0.243,0.043,21.404,0.99,0.213,0.23,14.831,500.0
RF,MCAR,small,0.3,20,z,True,None,sqrt,2.0,100.0,,0.231,-0.019,-7.673,0.998,0.285,0.23,14.831,500.0
RF,MCAR,small,0.3,20,I(x1 * x2),True,None,sqrt,5.0,50.0,,0.128,-0.052,-28.823,0.936,0.187,0.247,8.323,500.0
RF,MCAR,small,0.3,20,I(x2 ** 2),True,None,sqrt,5.0,50.0,,0.095,0.02,26.067,1.0,0.16,0.241,8.323,500.0
RF,MCAR,small,0.3,20,I(x3 * z),True,None,sqrt,5.0,50.0,,0.047,0.002,5.272,1.0,0.288,0.246,8.323,500.0
RF,MCAR,small,0.3,20,x1,True,None,sqrt,5.0,50.0,,0.235,-0.065,-21.549,0.816,0.177,0.245,8.323,500.0
