dataset,mechanism,method,missing_rate_target_per_var,n_imputations,maxit_used,n_obs,n_reps,runtime_sec_mean,achieved_missing_overall_mean,achieved_missing_y,achieved_missing_x1,achieved_missing_x2,achieved_missing_x3,param,true,mean_estimate,mean_std_error,mean_ci_width,mean_bias,pct_bias,rmse,coverage_rate,mean_fmi
categorical_interaction,MAR_cross,rf,0.2,20,10,1000,500,83.6537614955902,0.200413,0.200448,0.200038,0.200692,0.2004739999999999,z,0.25,0.1412533865459106,0.0798278847499263,0.3129253082197111,-0.1087466134540893,-43.49864538163576,0.1150655886202808,0.896,0.2409515319571174
categorical_interaction,MAR_cross,rf,0.4,10,10,1000,500,54.14907208442688,0.400231,0.3992799999999999,0.400274,0.40072,0.4006499999999999,C(cat)[T.B],0.0,0.13320818182747,0.1168369037615481,0.4580006627452685,0.13320818182747,,0.1538493290299764,0.898,0.3805881998782009
categorical_interaction,MAR_cross,rf,0.4,20,10,1000,500,104.6979301776886,0.400231,0.3992799999999999,0.400274,0.40072,0.4006499999999999,C(cat)[T.B],0.0,0.1332191274982473,0.1159153018583666,0.454387983284797,0.1332191274982473,,0.152778606849737,0.904,0.3783683028138345
categorical_interaction,MAR_cross,rf,0.4,10,10,1000,500,54.14907208442688,0.400231,0.3992799999999999,0.400274,0.40072,0.4006499999999999,C(cat)[T.C],0.0,0.0293440384662697,0.1209521950581134,0.4741326046278046,0.0293440384662697,,0.0762218997274106,0.994,0.336295072981765
categorical_interaction,MAR_cross,rf,0.4,20,10,1000,500,104.6979301776886,0.400231,0.3992799999999999,0.400274,0.40072,0.4006499999999999,C(cat)[T.C],0.0,0.0283676781546584,0.1200499478310076,0.4705957954975501,0.0283676781546584,,0.0755478505779036,0.994,0.3337630653801192
categorical_interaction,MAR_cross,rf,0.4,10,10,1000,500,54.14907208442688,0.400231,0.3992799999999999,0.400274,0.40072,0.4006499999999999,x1,0.3,0.27617153936486,0.0994304337902253,0.3897673004576831,-0.0238284606351399,-7.942820211713306,0.0750135072530258,0.98,0.5178890502090668
categorical_interaction,MAR_cross,rf,0.4,20,10,1000,500,104.6979301776886,0.400231,0.3992799999999999,0.400274,0.40072,0.4006499999999999,x1,0.3,0.2777265638124496,0.0988474487971865,0.3874819992849714,-0.0222734361875503,-7.424478729183447,0.0718929550161992,0.994,0.5264388348209099
categorical_interaction,MAR_cross,rf,0.4,10,10,1000,500,54.14907208442688,0.400231,0.3992799999999999,0.400274,0.40072,0.4006499999999999,x1:C(cat)[T.B],0.8,0.556332401448693,0.1545315713858559,0.6057637598325553,-0.243667598551307,-30.45844981891338,0.269275689231763,0.674,0.6291285593402391
categorical_interaction,MAR_cross,rf,0.4,20,10,1000,500,104.6979301776886,0.400231,0.3992799999999999,0.400274,0.40072,0.4006499999999999,x1:C(cat)[T.B],0.8,0.555472555196929,0.153958933838653,0.6035190206475199,-0.244527444803071,-30.56593060038388,0.2694793366703775,0.71,0.6372609567496895
categorical_interaction,MAR_cross,rf,0.4,10,10,1000,500,54.14907208442688,0.400231,0.3992799999999999,0.400274,0.40072,0.4006499999999999,x1:C(cat)[T.C],-0.8,-0.5493516392581682,0.1604533218537333,0.6289770216666345,0.2506483607418317,-31.331045092728964,0.2755390792607309,0.68,0.5676392606250283
categorical_interaction,MAR_cross,rf,0.4,20,10,1000,500,104.6979301776886,0.400231,0.3992799999999999,0.400274,0.40072,0.4006499999999999,x1:C(cat)[T.C],-0.8,-0.5517632128271239,0.1597564820184287,0.6262454095122408,0.2482367871728762,-31.029598396609533,0.2713638782792519,0.7,0.5771156150038784
categorical_interaction,MAR_cross,rf,0.4,10,10,1000,500,54.14907208442688,0.400231,0.3992799999999999,0.400274,0.40072,0.4006499999999999,x2,0.3,0.2629614800470799,0.0616199903099377,0.241550362014956,-0.0370385199529201,-12.346173317640034,0.0648442770616281,0.928,0.6071555296682772
categorical_interaction,MAR_cross,rf,0.4,20,10,1000,500,104.6979301776886,0.400231,0.3992799999999999,0.400274,0.40072,0.4006499999999999,x2,0.3,0.2633900448636531,0.0617186626845029,0.2419371577232516,-0.0366099551363468,-12.20331837878228,0.063870823988914,0.932,0.6238655050271548
categorical_interaction,MAR_cross,rf,0.4,10,10,1000,500,54.14907208442688,0.400231,0.3992799999999999,0.400274,0.40072,0.4006499999999999,x3,0.2,0.1432009033565895,0.0636268325832059,0.2494171837261674,-0.0567990966434105,-28.39954832170525,0.0794943996207388,0.882,0.6309372301582962
categorical_interaction,MAR_cross,rf,0.4,20,10,1000,500,104.6979301776886,0.400231,0.3992799999999999,0.400274,0.40072,0.4006499999999999,x3,0.2,0.1427953071461184,0.0631642311227129,0.2476037860010348,-0.0572046928538815,-28.602346426940787,0.0784962338841789,0.876,0.6386641328450463
categorical_interaction,MAR_cross,rf,0.4,10,10,1000,500,54.14907208442688,0.400231,0.3992799999999999,0.400274,0.40072,0.4006499999999999,z,0.25,0.1489722462856271,0.0962628174487163,0.3773502443989682,-0.1010277537143728,-40.411101485749136,0.1140706683610893,0.934,0.3695801291954266
categorical_interaction,MAR_cross,rf,0.4,20,10,1000,500,104.6979301776886,0.400231,0.3992799999999999,0.400274,0.40072,0.4006499999999999,z,0.25,0.1482944659301391,0.0954095155078657,0.3740053007908337,-0.1017055340698609,-40.68221362794437,0.1134449659641712,0.946,0.3668654304935756
categorical_interaction,MAR_monotone,cart,0.2,10,10,1000,500,4.382049734592438,0.409778,0.59086,0.20015,0.3598899999999999,0.488212,C(cat)[T.B],0.0,-0.0401150679995545,0.1487085723151362,0.5829376034753341,-0.0401150679995545,,0.108806810199131,0.98,0.6545093734765213
categorical_interaction,MAR_monotone,cart,0.2,20,10,1000,500,9.159166860580443,0.409778,0.59086,0.20015,0.3598899999999999,0.488212,C(cat)[T.B],0.0,-0.0392372485034707,0.1464686675580014,0.5741571768273653,-0.0392372485034707,,0.1043354663274697,0.988,0.6561736147095908
categorical_interaction,MAR_monotone,cart,0.2,10,10,1000,500,4.382049734592438,0.409778,0.59086,0.20015,0.3598899999999999,0.488212,C(cat)[T.C],0.0,0.009776372727304,0.1534244407913988,0.6014238079022837,0.009776372727304,,0.1083734235456691,0.994,0.6234340537443017
categorical_interaction,MAR_monotone,cart,0.2,20,10,1000,500,9.159166860580443,0.409778,0.59086,0.20015,0.3598899999999999,0.488212,C(cat)[T.C],0.0,0.0101611583727633,0.1517153955668202,0.5947243506219353,0.0101611583727633,,0.1055543662178652,0.994,0.6278568242250482
categorical_interaction,MAR_monotone,cart,0.2,10,10,1000,500,4.382049734592438,0.409778,0.59086,0.20015,0.3598899999999999,0.488212,x1,0.3,0.2996012621051195,0.1124051152685827,0.4406280518528441,-0.0003987378948804,-0.1329126316268262,0.0681505963385043,0.998,0.6600036443116283
categorical_interaction,MAR_monotone,cart,0.2,20,10,1000,500,9.159166860580443,0.409778,0.59086,0.20015,0.3598899999999999,0.488212,x1,0.3,0.2990139243610797,0.1110013907178273,0.4351254516138832,-0.0009860756389203,-0.3286918796401092,0.066670840423646,0.996,0.6652148474820977
categorical_interaction,MAR_monotone,cart,0.2,10,10,1000,500,4.382049734592438,0.409778,0.59086,0.20015,0.3598899999999999,0.488212,x1:C(cat)[T.B],0.8,0.6358410741047624,0.1888273242406459,0.7402031110233321,-0.1641589258952376,-20.5198657369047,0.207045606404934,0.914,0.7828310827204159
categorical_interaction,MAR_monotone,cart,0.2,20,10,1000,500,9.159166860580443,0.409778,0.59086,0.20015,0.3598899999999999,0.488212,x1:C(cat)[T.B],0.8,0.6362696485435803,0.1868114764936768,0.7323009878552134,-0.1637303514564198,-20.466293932052476,0.2031179128929781,0.934,0.7893289366706683
categorical_interaction,MAR_monotone,cart,0.2,10,10,1000,500,4.382049734592438,0.409778,0.59086,0.20015,0.3598899999999999,0.488212,x1:C(cat)[T.C],-0.8,-0.698333417250146,0.1973237521181206,0.7735091083030325,0.101666582749854,-12.708322843731755,0.1625437877813096,0.944,0.7383109478153188
categorical_interaction,MAR_monotone,cart,0.2,20,10,1000,500,9.159166860580443,0.409778,0.59086,0.20015,0.3598899999999999,0.488212,x1:C(cat)[T.C],-0.8,-0.6962914455101468,0.194096450308973,0.7608580852111744,0.1037085544898533,-12.963569311231668,0.1573783391200216,0.96,0.7440493968924524
categorical_interaction,MAR_monotone,cart,0.2,10,10,1000,500,4.382049734592438,0.409778,0.59086,0.20015,0.3598899999999999,0.488212,x2,0.3,0.2412804004231166,0.0567053955205076,0.2222851504403898,-0.0587195995768833,-19.573199858961107,0.0746454965859,0.846,0.5993063321677502
categorical_interaction,MAR_monotone,cart,0.2,20,10,1000,500,9.159166860580443,0.409778,0.59086,0.20015,0.3598899999999999,0.488212,x2,0.3,0.2410787339176031,0.0560628675830108,0.2197664409254026,-0.0589212660823968,-19.64042202746563,0.0737342119234503,0.852,0.6020018724967603
categorical_interaction,MAR_monotone,cart,0.2,10,10,1000,500,4.382049734592438,0.409778,0.59086,0.20015,0.3598899999999999,0.488212,x3,0.2,0.132888168981397,0.054048620341955,0.2118705917404638,-0.067111831018603,-33.5559155093015,0.0771686971852072,0.808,0.5640135435059768
