dataset,mechanism,method,missing_rate_target,n_imputations,maxit,n_obs,n_reps,runtime_sec_mean,missing_rate_achieved_mean,param,true,mean_estimate,mean_std_error,mean_ci_width,mean_bias,pct_bias,rmse,coverage_rate,mean_fmi
categorical_interaction,MAR,rf,0.5,20,1,1000,1000,3.2587641882896423,0.499942,x1,0.3,0.293765041407026,0.0836443341901695,0.3278857900254644,-0.0062349585929739,-2.078319530991312,0.0711190887955241,0.975,0.4560036787161744
categorical_interaction,MAR,rf,0.5,20,1,1000,1000,3.2587641882896423,0.499942,x1:C(cat)[T.B],0.8,0.7645705891875316,0.1119955373943718,0.4390225065859378,-0.0354294108124684,-4.428676351558552,0.1031785174680002,0.963,0.4567448200968931
categorical_interaction,MAR,rf,0.5,20,1,1000,1000,3.2587641882896423,0.499942,x1:C(cat)[T.C],-0.8,-0.7629608770619696,0.1274150098028474,0.499466838427162,0.0370391229380305,-4.629890367253817,0.1128719740987715,0.97,0.4541046430219682
categorical_interaction,MAR,rf,0.5,20,1,1000,1000,3.2587641882896423,0.499942,x2,0.3,0.2719696885804449,0.0440350493504172,0.1726173934536355,-0.028030311419555,-9.343437139851696,0.0465457231422168,0.939,0.3881190309815193
categorical_interaction,MAR,rf,0.5,20,1,1000,1000,3.2587641882896423,0.499942,x3,0.2,0.1287079375948043,0.0443474860269324,0.173842145225575,-0.0712920624051956,-35.646031202597825,0.0813547813846342,0.653,0.3994311294549357
categorical_interaction,MAR,rf,0.5,20,1,1000,1000,3.2587641882896423,0.499942,z,0.25,0.1030262045320422,0.0877666806240219,0.3440453880461659,-0.1469737954679577,-58.7895181871831,0.1564640315892119,0.656,0.3607995057171788
categorical_interaction,MAR,sample,0.2,20,1,1000,1000,0.3003304409980774,0.200151,C(cat)[T.B],0.0,0.0313299447431055,0.0994490650016693,0.3898403348065438,0.0313299447431055,,0.0517787150950743,1.0,0.2230736514193675
categorical_interaction,MAR,sample,0.2,20,1,1000,1000,0.3003304409980774,0.200151,C(cat)[T.C],0.0,-0.0028441489298428,0.1070814423856846,0.4197592541518837,-0.0028441489298428,,0.0366612858295725,1.0,0.2217118203297335
categorical_interaction,MAR,sample,0.2,20,1,1000,1000,0.3003304409980774,0.200151,x1,0.3,0.2242919390021068,0.0739435701986362,0.2898587951786542,-0.0757080609978931,-25.23602033263105,0.0803535551090814,0.993,0.2454611104020891
categorical_interaction,MAR,sample,0.2,20,1,1000,1000,0.3003304409980774,0.200151,x1:C(cat)[T.B],0.8,0.7282361900540457,0.0984496736632684,0.3859227207600121,-0.0717638099459544,-8.970476243244299,0.0915769712379274,0.979,0.2362811217902722
categorical_interaction,MAR,sample,0.2,20,1,1000,1000,0.3003304409980774,0.200151,x1:C(cat)[T.C],-0.8,-0.709144666336071,0.1118773911645937,0.4385593733652072,0.0908553336639291,-11.356916707991148,0.1008797882860772,0.997,0.231408220882931
categorical_interaction,MAR,sample,0.2,20,1,1000,1000,0.3003304409980774,0.200151,x2,0.3,0.2377434796375541,0.0410962277225669,0.1610972126724623,-0.0622565203624458,-20.75217345414863,0.0647967269478203,0.841,0.230758027707309
categorical_interaction,MAR,sample,0.2,20,1,1000,1000,0.3003304409980774,0.200151,x3,0.2,0.1023223314334703,0.0417245992408015,0.1635604290239418,-0.0976776685665296,-48.83883428326482,0.0992856784749081,0.197,0.2566449062892259
categorical_interaction,MAR,sample,0.2,20,1,1000,1000,0.3003304409980774,0.200151,z,0.25,0.0880705935242039,0.0832951849625589,0.3265171250532312,-0.161929406475796,-64.77176259031842,0.1655950554213014,0.516,0.222776929904259
categorical_interaction,MAR,sample,0.3,20,1,1000,1000,0.2981156904697418,0.3002619999999999,C(cat)[T.B],0.0,0.030653009030999,0.1079593599793675,0.4232006911191209,0.030653009030999,,0.0553250493268824,1.0,0.2800339811929263
categorical_interaction,MAR,sample,0.3,20,1,1000,1000,0.2981156904697418,0.3002619999999999,C(cat)[T.C],0.0,-0.0053904077940228,0.11603564972703,0.4548597469299578,-0.0053904077940228,,0.0425630084414026,1.0,0.2763916976998572
categorical_interaction,MAR,sample,0.3,20,1,1000,1000,0.2981156904697418,0.3002619999999999,x1,0.3,0.1926734182040134,0.0806581818825992,0.3161800729797888,-0.1073265817959865,-35.77552726532884,0.1110242762727848,0.96,0.306795800619522
categorical_interaction,MAR,sample,0.3,20,1,1000,1000,0.2981156904697418,0.3002619999999999,x1:C(cat)[T.B],0.8,0.6325129612158493,0.1071152193436847,0.4198916598272443,-0.1674870387841506,-20.935879848018832,0.1791526769937471,0.745,0.2953228078945809
categorical_interaction,MAR,sample,0.3,20,1,1000,1000,0.2981156904697418,0.3002619999999999,x1:C(cat)[T.C],-0.8,-0.6205912573391015,0.121917254471105,0.4779156375267316,0.1794087426608984,-22.42609283261231,0.1861195956469651,0.882,0.2926177976096069
categorical_interaction,MAR,sample,0.3,20,1,1000,1000,0.2981156904697418,0.3002619999999999,x2,0.3,0.2055667846258926,0.0446011323029977,0.1748364386277513,-0.0944332153741073,-31.4777384580358,0.0966985457975182,0.373,0.28704926449337
categorical_interaction,MAR,sample,0.3,20,1,1000,1000,0.2981156904697418,0.3002619999999999,x3,0.2,0.0845690238199424,0.0450726573781268,0.1766848169222574,-0.1154309761800576,-57.7154880900288,0.1170748048520112,0.083,0.3042642007808297
categorical_interaction,MAR,sample,0.3,20,1,1000,1000,0.2981156904697418,0.3002619999999999,z,0.25,0.0747693078150931,0.0907497579660851,0.3557390512270537,-0.1752306921849068,-70.09227687396275,0.1795651195413177,0.519,0.2844359655172334
categorical_interaction,MAR,sample,0.5,20,1,1000,1000,0.2981939032077789,0.499942,C(cat)[T.B],0.0,0.0259028081396579,0.1220217987769677,0.4783254512057137,0.0259028081396579,,0.0561123263867893,1.0,0.3611276251399898
categorical_interaction,MAR,sample,0.5,20,1,1000,1000,0.2981939032077789,0.499942,C(cat)[T.C],0.0,-0.0137964274291675,0.1317670817745041,0.516526960556056,-0.0137964274291675,,0.0490923651396308,1.0,0.3631904082292714
categorical_interaction,MAR,sample,0.5,20,1,1000,1000,0.2981939032077789,0.499942,x1,0.3,0.1358327134778107,0.0909024395512302,0.3563375630408225,-0.1641672865221892,-54.72242884072974,0.1670397559033958,0.66,0.381965547700776
categorical_interaction,MAR,sample,0.5,20,1,1000,1000,0.2981939032077789,0.499942,x1:C(cat)[T.B],0.8,0.4435269172988262,0.1211002140386738,0.4747128390316014,-0.3564730827011739,-44.55913533764673,0.362827018430187,0.04,0.3747777120056683
categorical_interaction,MAR,sample,0.5,20,1,1000,1000,0.2981939032077789,0.499942,x1:C(cat)[T.C],-0.8,-0.4453802332846226,0.1375957785556553,0.539375451938169,0.3546197667153774,-44.327470839422176,0.3589639672338504,0.07,0.370719673936557
categorical_interaction,MAR,sample,0.5,20,1,1000,1000,0.2981939032077789,0.499942,x2,0.3,0.1450477914621412,0.0503448174514256,0.1973516844095887,-0.1549522085378587,-51.65073617928624,0.1565288896243636,0.005,0.3661629880675314
categorical_interaction,MAR,sample,0.5,20,1,1000,1000,0.2981939032077789,0.499942,x3,0.2,0.0550886236287746,0.0498924125336948,0.1955782571320838,-0.1449113763712253,-72.45568818561266,0.1462279688032729,0.014,0.3577403834291229
categorical_interaction,MAR,sample,0.5,20,1,1000,1000,0.2981939032077789,0.499942,z,0.25,0.0547497084091896,0.1022972363301639,0.4010051664142427,-0.1952502915908103,-78.10011663632412,0.1999837969565557,0.545,0.362578410141061
categorical_interaction,MCAR,cart,0.2,20,1,1000,1000,0.4515177114009857,0.199979,C(cat)[T.B],0.0,0.0341158834533884,0.0899842913852135,0.3527384222300369,0.0341158834533884,,0.0533631831641167,0.999,0.22365254742398
categorical_interaction,MCAR,cart,0.2,20,1,1000,1000,0.4515177114009857,0.199979,C(cat)[T.C],0.0,0.0114084190747177,0.0976348722277814,0.3827286991329032,0.0114084190747177,,0.0474458030922637,1.0,0.2337515199386409
categorical_interaction,MCAR,cart,0.2,20,1,1000,1000,0.4515177114009857,0.199979,x1,0.3,0.2853665373826292,0.067025937505434,0.2627416750213012,-0.0146334626173707,-4.877820872456915,0.0350187413942282,0.999,0.2443787071046576
categorical_interaction,MCAR,cart,0.2,20,1,1000,1000,0.4515177114009857,0.199979,x1:C(cat)[T.B],0.8,0.8920180589188442,0.0919048725653256,0.3602671004560765,0.092018058918844,11.50225736485551,0.1024349606897664,0.973,0.2791490483389295
categorical_interaction,MCAR,cart,0.2,20,1,1000,1000,0.4515177114009857,0.199979,x1:C(cat)[T.C],-0.8,-0.8379094416187348,0.1055949928015649,0.4139323717821346,-0.0379094416187347,4.7386802023418415,0.0615572191641518,1.0,0.2901559995125553
categorical_interaction,MCAR,cart,0.2,20,1,1000,1000,0.4515177114009857,0.199979,x2,0.3,0.2961498105523568,0.037110466300517,0.1454730278980267,-0.0038501894476431,-1.2833964825477324,0.0182211985560483,1.0,0.2286852430938385
categorical_interaction,MCAR,cart,0.2,20,1,1000,1000,0.4515177114009857,0.199979,x3,0.2,0.1487244398283588,0.0365916193516246,0.1434391478583686,-0.0512755601716412,-25.637780085820605,0.0538517439853352,0.883,0.2108256176511951
categorical_interaction,MCAR,cart,0.2,20,1,1000,1000,0.4515177114009857,0.199979,z,0.25,0.1180218788679209,0.0740808590123348,0.2903969673283524,-0.131978121132079,-52.79124845283163,0.1354260162388762,0.649,0.1971953862498235
categorical_interaction,MCAR,cart,0.3,20,1,1000,1000,0.4665067462921142,0.299916,C(cat)[T.B],0.0,0.0378851495523504,0.0991997718967985,0.3888631058354502,0.0378851495523504,,0.0662070250570751,0.996,0.337974523240284
categorical_interaction,MCAR,cart,0.3,20,1,1000,1000,0.4665067462921142,0.299916,C(cat)[T.C],0.0,0.019108115218284,0.1071268348615372,0.4199371926572259,0.019108115218284,,0.0629337148979538,0.999,0.3412721766650474
categorical_interaction,MCAR,cart,0.3,20,1,1000,1000,0.4665067462921142,0.299916,x1,0.3,0.2847907758401743,0.0752714443218748,0.2950640617417492,-0.0152092241598256,-5.069741386608544,0.0433328985920654,1.0,0.3759672560359338
categorical_interaction,MCAR,cart,0.3,20,1,1000,1000,0.4665067462921142,0.299916,x1:C(cat)[T.B],0.8,0.8684037144026765,0.1049114168343033,0.4112527539904691,0.0684037144026765,8.550464300334571,0.0914407143734466,0.985,0.4232860513227531
categorical_interaction,MCAR,cart,0.3,20,1,1000,1000,0.4665067462921142,0.299916,x1:C(cat)[T.C],-0.8,-0.8080613439130288,0.1208793906808408,0.473847211468896,-0.0080613439130287,1.0076679891285911,0.0672722474969075,1.0,0.4362031972800486
categorical_interaction,MCAR,cart,0.3,20,1,1000,1000,0.4665067462921142,0.299916,x2,0.3,0.2884935450679729,0.0400554268177737,0.1570172731256731,-0.011506454932027,-3.835484977342343,0.0259342823671549,0.998,0.3158558263096794
categorical_interaction,MCAR,cart,0.3,20,1,1000,1000,0.4665067462921142,0.299916,x3,0.2,0.1446476753458951,0.0394737481562072,0.1547370927723322,-0.0553523246541049,-27.676162327052456,0.0594946974969999,0.831,0.2997534749008615
categorical_interaction,MCAR,cart,0.3,20,1,1000,1000,0.4665067462921142,0.299916,z,0.25,0.1103179967203819,0.0795150231219561,0.3116988906380682,-0.139682003279618,-55.87280131184722,0.1448607316624303,0.645,0.2810106688231303
categorical_interaction,MCAR,cart,0.5,20,1,1000,1000,0.4987821955680847,0.500538,C(cat)[T.B],0.0,0.0432808553198625,0.1264453218071812,0.4956656614841505,0.0432808553198625,,0.0906093460318348,0.995,0.553529418029306
categorical_interaction,MCAR,cart,0.5,20,1,1000,1000,0.4987821955680847,0.500538,C(cat)[T.C],0.0,0.0298953296277129,0.1360260548113059,0.5332221348603193,0.0298953296277129,,0.0942742808880652,0.996,0.5520638557909051
categorical_interaction,MCAR,cart,0.5,20,1,1000,1000,0.4987821955680847,0.500538,x1,0.3,0.2862153641555159,0.1016474550180917,0.3984580236709196,-0.013784635844484,-4.594878614828017,0.0660911678299478,0.993,0.6154202919809123
categorical_interaction,MCAR,cart,0.5,20,1,1000,1000,0.4987821955680847,0.500538,x1:C(cat)[T.B],0.8,0.792767487146327,0.149219152744717,0.5849390787592909,-0.007232512853673,-0.9040641067091312,0.0969758179036565,0.994,0.6817712356918777
categorical_interaction,MCAR,cart,0.5,20,1,1000,1000,0.4987821955680847,0.500538,x1:C(cat)[T.C],-0.8,-0.7237836519280313,0.1667822825745515,0.6537865476922421,0.0762163480719688,-9.527043508996108,0.128624452680792,0.992,0.6696739829815247
categorical_interaction,MCAR,cart,0.5,20,1,1000,1000,0.4987821955680847,0.500538,x2,0.3,0.2719964009419481,0.0485861286665796,0.1904576243729922,-0.0280035990580519,-9.334533019350644,0.0468880961951569,0.96,0.4923365236468592
categorical_interaction,MCAR,cart,0.5,20,1,1000,1000,0.4987821955680847,0.500538,x3,0.2,0.1350306940525492,0.0466334180861952,0.1828029988978853,-0.0649693059474508,-32.4846529737254,0.0721807233399477,0.777,0.4543986809079489
categorical_interaction,MCAR,cart,0.5,20,1,1000,1000,0.4987821955680847,0.500538,z,0.25,0.0940229155158284,0.0920493212242322,0.3608333391989905,-0.1559770844841715,-62.39083379366862,0.1641002340964528,0.655,0.4179477070897666
categorical_interaction,MCAR,rf,0.2,20,1,1000,1000,2.3437003755569457,0.199979,C(cat)[T.B],0.0,0.0330032650702717,0.0874650739845313,0.3428630900193627,0.0330032650702717,,0.0530189272099939,1.0,0.1820750636923631
categorical_interaction,MCAR,rf,0.2,20,1,1000,1000,2.3437003755569457,0.199979,C(cat)[T.C],0.0,0.009564711963993,0.0946829203868835,0.3711570479165835,0.009564711963993,,0.0471056640786295,1.0,0.1893871701413653
categorical_interaction,MCAR,rf,0.2,20,1,1000,1000,2.3437003755569457,0.199979,x1,0.3,0.2868424214425552,0.0643114230019135,0.252100778167501,-0.0131575785574447,-4.385859519148264,0.0349771181799074,0.999,0.1879023094310514
categorical_interaction,MCAR,rf,0.2,20,1,1000,1000,2.3437003755569457,0.199979,x1:C(cat)[T.B],0.8,0.8936801636900146,0.0867477684421434,0.3400512522932025,0.0936801636900145,11.710020461251816,0.1037319929584446,0.958,0.1985091929948162
categorical_interaction,MCAR,rf,0.2,20,1,1000,1000,2.3437003755569457,0.199979,x1:C(cat)[T.C],-0.8,-0.8432547278216855,0.0995401264585739,0.3901972957176097,-0.0432547278216855,5.406840977710687,0.0651491017109605,0.996,0.2080598556752979
categorical_interaction,MCAR,rf,0.2,20,1,1000,1000,2.3437003755569457,0.199979,x2,0.3,0.2994815274798846,0.0363087504348056,0.142330301704438,-0.0005184725201152,-0.1728241733717573,0.0176790835258229,1.0,0.1978428613880808
categorical_interaction,MCAR,rf,0.2,20,1,1000,1000,2.3437003755569457,0.199979,x3,0.2,0.1512909596231532,0.0361652963847837,0.1417679618283522,-0.0487090403768467,-24.35452018842337,0.0514563590380604,0.904,0.1949428313450687
categorical_interaction,MCAR,rf,0.2,20,1,1000,1000,2.3437003755569457,0.199979,z,0.25,0.1176785638014151,0.0732050833836447,0.2869639268638874,-0.1323214361985848,-52.928574479433934,0.1358799059662242,0.614,0.1806309343773242
categorical_interaction,MCAR,rf,0.3,20,1,1000,1000,2.665659640789032,0.299916,C(cat)[T.B],0.0,0.0364144955393005,0.0925999456345218,0.3629917868873255,0.0364144955393005,,0.0653685369682045,0.998,0.2488866185439569
categorical_interaction,MCAR,rf,0.3,20,1,1000,1000,2.665659640789032,0.299916,C(cat)[T.C],0.0,0.0168018091854083,0.1004320491043135,0.3936936324889089,0.0168018091854083,,0.0615360606793565,0.999,0.2580873239537676
categorical_interaction,MCAR,rf,0.3,20,1,1000,1000,2.665659640789032,0.299916,x1,0.3,0.2865650968073165,0.0689397455256116,0.2702438024603977,-0.0134349031926834,-4.4783010642278205,0.0422529692266381,0.999,0.2710025622690826
categorical_interaction,MCAR,rf,0.3,20,1,1000,1000,2.665659640789032,0.299916,x1:C(cat)[T.B],0.8,0.8721117441917117,0.0930270607268914,0.3646660780494146,0.0721117441917115,9.013968023963947,0.094034516187678,0.972,0.281675211346879
categorical_interaction,MCAR,rf,0.3,20,1,1000,1000,2.665659640789032,0.299916,x1:C(cat)[T.C],-0.8,-0.8173025401333522,0.1068044556564416,0.4186734661732514,-0.0173025401333522,2.1628175166690284,0.0682170313568851,0.999,0.2906600188852021
categorical_interaction,MCAR,rf,0.3,20,1,1000,1000,2.665659640789032,0.299916,x2,0.3,0.2933056730231503,0.0385328039993517,0.1510485916774587,-0.0066943269768496,-2.2314423256165643,0.0242440752678669,0.997,0.2664414343155001
categorical_interaction,MCAR,rf,0.3,20,1,1000,1000,2.665659640789032,0.299916,x3,0.2,0.1482409971352006,0.0383517406442861,0.1503388233256018,-0.0517590028647994,-25.879501432399703,0.0561064340673919,0.857,0.2632727826804621
categorical_interaction,MCAR,rf,0.3,20,1,1000,1000,2.665659640789032,0.299916,z,0.25,0.1093799352018801,0.0774849607607812,0.3037410461822623,-0.1406200647981198,-56.24802591924794,0.1462004393856442,0.6,0.2475657128517135
categorical_interaction,MCAR,rf,0.5,20,1,1000,1000,3.116826390504837,0.500538,C(cat)[T.B],0.0,0.0412077117548758,0.105147576395517,0.4121784994704269,0.0412077117548758,,0.0888519001327504,0.988,0.3715530646068627
